Gene	01_CPTAC_COprospective_Proteome_VU_20150901	02_CPTAC_COprospective_Proteome_VU_20150904	03_CPTAC_COprospective_Proteome_VU_20150915	04_CPTAC_COprospective_Proteome_VU_20150915	05_CPTAC_COprospective_Proteome_VU_20150915	06_CPTAC_COprospective_Proteome_VU_20150915	07_CPTAC_COprospective_Proteome_VU_20150915	08_CPTAC_COprospective_Proteome_VU_20150928	09_CPTAC_COprospective_Proteome_VU_20150928	100_CPTAC_COprospective_Proteome_VU_20160806	101_CPTAC_COprospective_Proteome_VU_20160806	102_CPTAC_COprospective_Proteome_VU_20160806	103_CPTAC_COprospective_Proteome_VU_20160808	10_CPTAC_COprospective_Proteome_VU_20151002	11_CPTAC_COprospective_Proteome_VU_20151002	12_CPTAC_COprospective_Proteome_VU_20151016	13_CPTAC_COprospective_Proteome_VU_20151030	14_CPTAC_COprospective_Proteome_VU_20151030	15_CPTAC_COprospective_Proteome_VU_20151102	16_CPTAC_COprospective_Proteome_VU_20151102	17_CPTAC_COprospective_Proteome_VU_20151105	18_CPTAC_COprospective_Proteome_VU_20151105	19_CPTAC_COprospective_Proteome_VU_20151112	20_CPTAC_COprospective_Proteome_VU_20151112	21_CPTAC_COprospective_Proteome_VU_20151112	22_CPTAC_COprospective_Proteome_VU_20150202	23_CPTAC_COprospective_Proteome_VU_20150215	24_CPTAC_COprospective_Proteome_VU_20150215	25_CPTAC_COprospective_Proteome_VU_20160726	26_CPTAC_COprospective_Proteome_VU_20150810	27_CPTAC_COprospective_Proteome_VU_20150810	28_CPTAC_COprospective_Proteome_VU_20150810	29_CPTAC_COprospective_Proteome_VU_20150810	30_CPTAC_COprospective_Proteome_VU_20150810	31_CPTAC_COprospective_Proteome_VU_20150810	32_CPTAC_COprospective_Proteome_VU_20150818	33_CPTAC_COprospective_Proteome_VU_20150818	34_CPTAC_COprospective_Proteome_VU_20150824	35_CPTAC_COprospective_Proteome_VU_20150901	36_CPTAC_COprospective_Proteome_VU_20150824	37_CPTAC_COprospective_Proteome_VU_20150904	38_CPTAC_COprospective_Proteome_VU_20150904	39_CPTAC_COprospective_Proteome_VU_20150909	40_CPTAC_COprospective_Proteome_VU_20150909	41_CPTAC_COprospective_Proteome_VU_20151124	42_CPTAC_COprospective_Proteome_VU_20151124	43_CPTAC_COprospective_Proteome_VU_20151130	44_CPTAC_COprospective_Proteome_VU_20151202	45_CPTAC_COprospective_Proteome_VU_20151202	46_CPTAC_COprospective_Proteome_VU_20151209	47_CPTAC_COprospective_Proteome_VU_20151209	48_CPTAC_COprospective_Proteome_VU_20151209	49_CPTAC_COprospective_Proteome_VU_20151222	50_CPTAC_COprospective_Proteome_VU_20151222	51_CPTAC_COprospective_Proteome_VU_20160215	52_CPTAC_COprospective_Proteome_VU_20160223	53_CPTAC_COprospective_Proteome_VU_20160226	54_CPTAC_COprospective_Proteome_VU_20160226	55_CPTAC_COprospective_Proteome_VU_20160630	56_CPTAC_COprospective_Proteome_VU_20160303	57_CPTAC_COprospective_Proteome_VU_20160317	58_CPTAC_COprospective_Proteome_VU_20160318	59_CPTAC_COprospective_Proteome_VU_20160308	60_CPTAC_COprospective_Proteome_VU_20160311	61_CPTAC_COprospective_Proteome_VU_20160707	62_CPTAC_COprospective_Proteome_VU_20160311	63_CPTAC_COprospective_Proteome_VU_20160316	64_CPTAC_COprospective_Proteome_VU_20160318	65_CPTAC_COprospective_Proteome_VU_20160322	66_CPTAC_COprospective_Proteome_VU_20160323	67_CPTAC_COprospective_Proteome_VU_20160324	68_CPTAC_COprospective_Proteome_VU_20160406	69_CPTAC_COprospective_Proteome_VU_20160407	70_CPTAC_COprospective_Proteome_VU_20160421	71_CPTAC_COprospective_Proteome_VU_20160414	72_CPTAC_COprospective_Proteome_VU_20160422	73_CPTAC_COprospective_Proteome_VU_20160422	74_CPTAC_COprospective_Proteome_VU_20160422	75_CPTAC_COprospective_Proteome_VU_20160502	76_CPTAC_COprospective_Proteome_VU_20160502	77_CPTAC_COprospective_Proteome_VU_20160504	78_CPTAC_COprospective_Proteome_VU_20160915	79_CPTAC_COprospective_Proteome_VU_20160510	80_CPTAC_COprospective_Proteome_VU_20160517	81_CPTAC_COprospective_Proteome_VU_20160915	82_CPTAC_COprospective_Proteome_VU_20160520	83_CPTAC_COprospective_Proteome_VU_20160524	84_CPTAC_COprospective_Proteome_VU_20160524	85_CPTAC_COprospective_Proteome_VU_20160630	86_CPTAC_COprospective_Proteome_VU_20160628	87_CPTAC_COprospective_Proteome_VU_20160701	88_CPTAC_COprospective_Proteome_VU_20160705	89_CPTAC_COprospective_Proteome_VU_20160707	90_CPTAC_COprospective_Proteome_VU_20160728	92_CPTAC_COprospective_Proteome_VU_20160728	93_CPTAC_COprospective_Proteome_VU_20160729	94_CPTAC_COprospective_Proteome_VU_20160729	97_CPTAC_COprospective_Proteome_VU_20160801	98_CPTAC_COprospective_Proteome_VU_20160804	99_CPTAC_COprospective_Proteome_VU_20160801
SERPINA1	1.813	1.447	1.623	1.851		1.544	1.799	1.792	1.519	1.491	1.362	1.398	1.491	1.663	1.699	1.875	1.580	1.519	1.380	1.531	1.301	1.643	1.301	1.763	1.968	1.845	1.477	1.806	1.845	1.732	1.580	2.000	2.076	1.851	2.000	1.690	1.869	1.820	1.991	1.845	1.756	1.708	1.568	1.519	1.978	1.833	2.425	1.785	2.130	1.839	1.903	1.778	1.892	1.991	1.732	2.009	1.892	1.681	1.869	1.681	1.716	1.756	1.914	1.556	1.672	1.602	1.898	1.934	1.708	1.690	1.987	1.851	1.991	1.778	1.447	2.068	1.929	1.826	1.716	1.580	1.732	1.477	1.415	1.544	1.602	1.519	1.380	1.699	1.806	1.954	1.771	1.940	1.756	1.806	1.748	1.908	1.898	1.826	1.857	1.672	
SERPINA10																													0.301			0.000	0.000	0.000	0.000				0.477		0.000						0.301							0.000																						0.000														0.000		0.000						0.000	0.000		
SERPINA2	0.778	0.602	0.602	0.699		0.477	0.477	0.778	0.602	0.477	0.000		0.000	0.477	0.602	0.778	0.602	0.477	0.477	0.602	0.000	0.602	0.301	0.602	0.699	0.778	0.477	0.699	0.301	0.477	0.602	0.602	0.845	0.778	0.845	0.000	0.477	0.699	0.477	0.845	0.477	0.477		0.477	0.602	0.699	1.114	0.301	0.778	0.778	0.477	0.699	0.477	0.699	0.301	0.954	0.602	0.602	0.301	0.000	0.301	0.602	0.699	0.477	0.477	0.477	0.699	0.477	0.778	0.477	0.699	0.699	0.477	0.602	0.301	0.778	0.602	0.778	0.477	0.602	0.301	0.477	0.301	0.301	0.602	0.301	0.477	0.301	0.000	0.602	0.602	0.602	0.301	0.301	0.301	0.699	0.301	0.000	0.602	0.301	
SERPINA3	0.845	0.845	1.041	1.176	0.477	1.204	1.301	1.380	0.903	1.146	0.903	0.845	0.954	1.114	1.204	1.380	0.903	1.041	0.954	1.000	0.602	1.000	0.699	1.230	1.362	1.255	1.146	1.176	1.633	1.146	1.146	1.462	1.643	1.322	1.491	1.230	1.491	1.279	1.519	1.462	1.342	1.041	1.204	0.778	1.322	1.230	1.806	1.255	1.602	1.322	1.431	1.362	1.380	1.531	1.342	1.633	1.447	1.114	1.255	1.204	1.176	1.255	1.491	1.079	1.255	0.845	1.301	1.204	1.146	1.279	1.362	1.447	1.447	1.230	0.301	1.255	1.491	1.342	1.431	1.255	1.380	1.230	1.176	1.322	0.954	1.146	0.954	1.146	1.342	1.708	1.362	1.748	1.380	1.519	1.255	1.556	1.342	1.477	1.431	1.447	
SERPINA4	0.000	0.000	0.000			0.778	0.301	0.000	0.000	0.602	0.301	0.000	0.301	0.301	0.301	0.954	0.301	0.301		0.477	0.301	0.602		0.602	0.301	0.477	0.000	0.000	0.954		0.301	0.845	0.699	0.602	0.602		0.602	0.699	0.845	0.000					0.903	0.602	1.114	0.000	0.477	0.000	0.301	0.699	0.477	0.699	0.477	0.477	0.602	0.477	0.477	0.477	0.301	0.699	0.301	0.000	0.477	0.000	0.000	0.477	0.301	0.301	0.301	0.000	0.000	0.000	0.000	0.699	0.000	0.301	0.301	0.301	0.602	0.000	0.301	0.000		0.000		0.477	0.954	0.778	0.477	0.602	0.602	0.699	0.301	0.778	0.477	0.699	0.301	0.000	
SERPINA5										0.602	0.000	0.000	0.000			0.301		0.301		0.000		0.000		0.477		0.000			0.301	0.000		0.778	0.301		0.602		0.477	0.000	0.301		0.301					0.602	0.477			0.000		0.000	0.000		0.000	0.000	0.000		0.000		0.000				0.301			0.477	0.000	0.000	0.000							0.301	0.000	0.000		0.301		0.000				0.301	0.477	0.301		0.477	0.301	0.301	0.477	0.602	0.301	0.000	0.301		
SERPINA6	0.301					0.000	0.699	0.602	0.000		0.000			0.477	0.000	0.301	0.301	0.301		0.000		0.000		0.000	0.301	0.301		0.000	0.301	0.000	0.000	0.477	0.477		0.301	0.000	0.477		0.301						0.000	0.301	1.079	0.301	0.602	0.000	0.301	0.301	0.000	0.301			0.000		0.301		0.000				0.000			0.301	0.000				0.000			0.477		0.301							0.000				0.301	0.602	0.301	0.477	0.301	0.301	0.000	0.000	0.301	0.301	0.000	0.000	
SERPINA7	0.477	0.000	0.000	0.477	0.301	0.000	0.301		0.000				0.000	0.301		0.477	0.000	0.477	0.000	0.000	0.000	0.000	0.000	0.301	0.477	0.602		0.000	0.602	0.000	0.000	0.301	0.602	0.000	0.602	0.000	0.602	0.602	0.301	0.000		0.301	0.000		0.301	0.477	0.778	0.301	0.602	0.000	0.301	0.301	0.477	0.602		0.000	0.301		0.301	0.301	0.000	0.301	0.477	0.000		0.000	0.301	0.301	0.000	0.000	0.000		0.000			0.301	0.301	0.000		0.000	0.000	0.301	0.000	0.000			0.000	0.000	0.602	0.301		0.000	0.301	0.477	0.699	0.602	0.699	0.000	0.000		
SERPINB1	1.279	1.146	1.204	1.204	0.778	1.398	1.556	1.431	1.491	1.301	1.041	1.079	1.114	1.322	1.279	1.447	1.146	1.380	1.279	1.398	1.079	1.322	1.462	1.301	1.301	1.415	1.255	1.415	1.643	1.519	1.146	1.663	1.322	1.342	1.362	1.415	1.204	1.362	1.255	1.415	1.230	1.415	1.079	1.380	1.301	1.580	1.857	1.623	1.477	1.279	1.301	1.362	1.643	1.380	1.000	1.398	1.204	1.146	0.845	1.230	1.146	1.230	1.114	1.204	1.322	1.362	1.505	1.415	1.204	1.146	1.146	1.114	1.362	0.845	1.362	1.613	1.114	0.778	1.000	1.114	1.176	1.041	1.342	1.079	1.000	0.778	1.146	1.079	1.255	1.279	1.398	1.623	1.255	1.415	1.342	1.462	1.279	1.301	1.230	1.230	
SERPINB10							0.000	0.699							0.000						0.000		0.000			0.477			0.903			0.602	0.602					0.000			0.000	0.301					0.845					0.000	0.778		0.000	0.000									0.000			0.000								0.301															0.301	1.146		0.000	0.000						
SERPINB5		0.903		1.415		1.301	0.477	0.000	1.380	0.000		0.477	0.477		0.778	0.778	0.477	1.114		0.477	0.000		0.301	1.176	0.000	0.778	0.845	0.845	1.322	0.903	0.699	0.954	0.301	0.845	0.903	0.845	0.602	0.301	0.845	1.398		0.845	0.845	1.204		1.041	0.903	1.342	1.756		0.845	0.477	1.380		0.778	0.699	0.903				0.477	0.000	0.602	0.602	0.000	1.301	0.778	1.176	0.477	0.699	0.602	0.301	1.000		0.699	1.431	0.699	0.903	0.301		1.146		0.602			0.301	0.845	0.602	0.477	1.114	0.000	0.954		0.699	0.000	0.000	0.845	0.699			
SERPINB6	0.699	0.699	0.301	0.778	1.204	0.778	0.602	0.477	1.230	0.778	0.699	0.301	0.602	0.954	0.903	0.954	0.699	1.079	1.000	0.903	0.301	0.477	0.699	0.954	0.602	0.778	0.845	1.176	1.000	1.000	0.699	1.176	1.000	0.699	1.146	1.041	0.954	1.146	0.778	0.845	0.845	0.778	0.602	0.845	1.041	1.146	1.322	1.279	1.204	0.699	0.477	1.041	1.255	0.778	0.602	0.903	0.000	0.903	0.778	0.778	0.845	0.954	0.477	0.778	0.903	0.845	1.000	0.845	0.602	0.477	1.041	0.477	0.602	0.477	0.602	0.845	0.477	0.477	0.477	0.477	0.477	0.000	0.903	0.477	0.778	0.477	0.778	0.477	0.903	1.176	1.041	1.041	0.903	1.000	1.041	0.699	0.778	0.699	0.477	0.301	
SERPINB8	0.477	0.301	0.477	0.477	0.477	0.699	0.778	0.602	0.845	0.602	0.602	0.477	0.301	0.699	0.602	0.845	0.477	0.845	0.477	0.699	0.301	0.477	0.778	0.699	0.477	0.845	0.699	0.903	0.954	0.602	0.000	1.000	0.477	0.301	0.903	0.699	0.778	0.845	0.699	0.778	0.301	0.778	0.301	0.699	0.699	0.602	0.845	0.699	0.903	0.301	0.301	0.903	0.903	0.699	0.602	0.699	0.477	0.301	0.602	0.477	0.301	0.778	0.477	0.301	0.477	0.699	0.602	0.301	0.477	0.477	0.477	0.477	0.602	0.301	0.477	0.699	0.602	0.602	0.477	0.602	0.845	0.301	0.699	0.301	0.301	0.602	0.301	0.477	0.602	0.602	0.699	1.000	0.477	0.845	0.845	0.903	0.699	0.477	0.778	0.602	
SERPINB9	0.903	0.301	0.699	0.778		0.778	0.903	0.778	0.699	0.778	0.699	0.477	0.477	1.204	0.699	1.079	0.602	0.845	0.699	0.477	0.477	0.699	0.778	0.699	0.845	1.146	0.778	1.000	1.079	0.778	0.000	0.954	0.477	0.301	0.903	0.903	0.699	0.845	0.602	0.845	0.477	0.778	0.301	0.845	0.778	0.954	1.041	0.602	1.000	0.477	0.477	0.954	0.903	0.699	0.845	0.954	0.699	0.477	0.699	0.845	0.301	0.903	0.699	0.477	0.954	1.079	0.778	0.699	0.699	0.602	0.477	0.602	0.954	0.477	0.477	1.146	0.602	0.602	0.845	0.602	1.000	0.301	0.477	0.602	0.477	0.699	0.778	0.778	1.000	0.845	1.114	1.079	1.000	1.146	0.954	1.041	0.845	0.903	0.845	0.778	
SERPINC1	0.602	0.477	0.845	0.301	0.903	0.954	1.000	0.778	0.845	0.903	0.903	0.699	0.778	1.146	0.845	1.204	0.903	0.903		0.301		1.079	0.000	0.903	0.845	1.176	1.000	1.230	1.623	1.041	0.903	1.447	1.204	1.079	1.342	1.204	1.000	1.079	1.505	0.477	0.903	1.000	0.301	0.477	1.279	1.255	1.643	1.176	1.230	0.602	0.903	1.000	0.778	1.114	0.903	0.778	1.114	0.845	1.114	0.903	0.301	0.954	0.954	0.000	1.322	0.301	0.699	1.279	1.000	0.845	1.255	0.903	0.000	0.954	0.301	1.519	0.602	1.079	1.230	1.114	1.041	0.845	0.903	0.301	1.079	1.041	0.301	1.176	1.255	1.591	1.301	1.643	1.301	1.362	1.079	1.415	1.146	1.230	1.000	0.903	
SERPIND1	0.602	0.477	0.699	0.301	0.000	0.301	0.845	0.699	0.000	0.000	0.477	0.000	0.477	0.301	0.301	1.079	0.699	0.699		0.301	0.000	0.778		0.845	0.602	0.301	0.301		1.000	0.000	0.000	0.845	0.699	0.301	0.845	0.477	1.041	0.778	0.477	0.301	0.000	0.301			0.845	0.778	1.230	0.602	0.778	0.477	0.778	0.845	0.699	0.778	0.845	0.602	0.903	0.477	0.778	0.477	0.699	0.699	0.602	0.699	0.301	0.301	0.903	0.903	0.477	0.477	0.845	0.477	0.602	0.699	0.477	0.845	0.778	0.699	0.602	0.477	0.699	0.699	0.778	0.477	0.602	0.000	0.000	0.602	0.845	0.602	0.699	0.845	0.602	0.778	0.699	1.000	0.903	0.602	0.301	0.301	
SERPINE1			0.000	0.000												0.000										0.000			0.477			0.301							0.000																	0.000	0.000	0.000		0.000		0.000				0.000		0.000								0.301	0.000													0.301		0.000						0.301			
SERPINE2	0.000		0.477	0.301		0.477	0.000	0.602	0.477	0.301			0.301		0.477	0.000	0.602	0.301	0.778	0.000		0.301		0.000	0.000	0.778		0.301		0.000	0.000	0.301	0.000		0.477	0.477	0.000	0.000	1.146						0.301	0.301		0.477	0.477	0.000	0.602		0.477	0.602	0.477		0.000			0.301		0.000	0.699		0.301			0.000		0.477	0.477	0.477	0.477			0.778	0.000	0.000		0.301	0.301					0.000		0.000	0.778	0.602	0.000	0.000	0.000	0.477	0.301	0.699	0.301	0.301		0.000	
SERPINF1	1.230	0.602	1.041	0.699	1.176	1.146	1.114	1.230	1.000	1.079	0.903	0.778	1.079	0.699	1.041	1.322	1.041	1.176	1.041	1.176	1.204	1.000	0.699	1.279	1.176	1.255	0.903	1.146	1.230	1.230	0.845	1.580	1.342	1.041	1.322	1.000	1.079	0.845	1.255	1.176	1.000	0.699	0.602	0.477	1.176	1.342	1.380	0.845	1.230	1.176	0.954	1.230	1.362	1.322	1.000	1.556	1.279	1.114	0.903	1.079	0.954	1.230	1.000	1.176	1.146	0.778	1.114	1.000	1.146	1.041	1.079	0.954	1.114	0.699		1.146	1.279	1.176	1.079	1.000	1.279	1.114	1.041	1.114	1.114	1.204	0.845	1.342	1.380	1.362	0.903	1.342	1.176	1.146	1.079	1.255	1.114	1.255	1.146	0.778	
SERPINF2	0.000	0.000	0.477	0.000	0.301	0.477	1.041	0.845	0.301	0.000	0.602	0.301	0.000	0.477	0.477	1.000	0.477	0.000		0.301		0.778	0.301	0.845	0.778	0.845		0.602	1.255	0.602	0.301	1.204	1.146	0.699	1.114	0.845	0.954	0.477	1.176	0.602	0.477	0.477	0.301	0.000	0.778	0.845	1.301	0.699	1.000	0.699	0.602	0.954	0.845	1.041	0.301	0.699	0.954	0.000	0.845	0.845	0.301	0.778	0.602	0.602	0.903	0.000	0.477	1.041	0.903	0.845	0.699	0.301	0.000	0.301		1.380	0.778	0.778	1.041	0.301	0.602	0.699	0.000	0.301	0.602			0.301	1.041	1.204	0.845	1.505	0.903	0.602	1.000	0.954	0.845	0.903	0.301	0.778	
SERPING1	0.845	0.699	0.845	0.845	0.000	0.903	0.954	1.041	0.477	0.954	0.778	0.778	0.845	0.903	0.602	1.000	0.845	0.778	0.903	0.602	0.699	0.602	0.301	1.041	0.903	0.954	0.903	0.903	1.079	0.845	0.845	1.114	1.255	1.079	1.230	0.778	1.176	0.845	1.146	0.602	0.699	0.477	0.000	0.000	1.000	1.000	1.531	0.903	1.146	0.778	0.954	0.954	1.041	1.000	0.778	1.000	0.845	0.699	1.079	0.477	0.778	0.845	0.477	0.699	1.000	0.602	0.778	0.903	0.699	0.778	0.903	0.301	0.845	0.477	0.477	1.255	0.845	1.041	0.954	0.699	1.041	0.845	0.778	0.845	0.778	0.699	0.301	1.000	1.114	1.146	1.041	1.279	1.041	1.146	0.954	1.079	1.000	1.041	1.041	0.699	
SERPINH1	1.431	0.903	1.447	1.255	1.431	1.531	1.447	1.462	1.279	1.204	1.362	1.301	1.079	1.380	1.580	1.544	1.279	1.431	1.415	1.380	1.447	1.415	1.255	1.531	1.322	1.681	0.903	1.176	1.653	1.505	1.415	1.898	1.820	1.591	1.633	1.519	1.301	1.362	1.342	1.505	1.415	1.362	1.114	1.255	1.431	1.732	1.580	1.623	1.708	1.613	1.556	1.732	1.699	1.568	1.505	1.763	1.690	1.623	1.230	1.580	1.519	1.477	1.477	1.544	1.477	1.699	1.477	1.279	1.672	1.362	1.380	1.447	1.568	1.146	1.462	1.519	1.633	1.531	1.342	1.114	1.398	1.415	1.204	1.342	1.447	1.279	1.041	1.519	1.544	1.519	1.568	1.763	1.505	1.415	1.491	1.491	1.556	1.462	1.431	1.114	
SERPINI1																			0.301																				0.845																																																		0.477	0.000											
SET	0.845	1.000	1.079	0.954	0.477	1.000	0.778	1.041	1.041	0.602	0.845	0.699	0.699	0.954	0.778	0.954	0.954	0.699	1.079	0.699	0.699	1.079	0.778	0.954	1.041	0.778	0.778	0.301	0.954	1.000	0.954	0.778	0.845	1.079	0.954	0.954	0.602	0.602	0.778	0.602	1.000	0.699	0.301	0.602	0.699	1.000	0.954	0.845	1.041	1.000	1.041	1.176	1.000	1.041	1.041	1.079	0.778	1.079	1.041	1.362	1.079	0.699	1.146	1.000	0.954	1.342	1.079	0.778	1.146	0.778	0.954	0.903	0.845	0.602	1.000	0.845	0.778	0.602	1.114	0.954	0.778	0.477	0.903	0.845	0.954	0.301	0.699	0.602	0.954	1.041	1.114	1.114	0.954	0.845	0.699	1.041	0.954	0.699	0.699	1.000	
SETD1A						0.000																					0.000			0.000	0.000				0.301	0.301	0.000		0.000							0.000		0.301	0.477		0.000	0.301		0.000											0.301				0.000																						0.000	0.000									
SETD3	0.602	0.000	0.301	0.301	0.301	0.477	0.000	0.000	0.000	0.301	0.000			0.477	0.301		0.477		0.477	0.477	0.000	0.477	0.477	0.301	0.000	0.602	0.000	0.301	0.778	0.602	0.000	0.477	0.477	0.301	0.301	0.477	0.301	0.301	0.602	0.301	0.477	0.000	0.000	0.301	0.602	0.602	0.778	0.903	0.699	0.477	0.477	0.778	0.699	0.477		0.778	0.000	0.602	0.301	0.602		0.301	0.602	0.477	0.602	0.477	0.000	0.477	0.477	0.301		0.000	0.477		0.000	0.301	0.602	0.000	0.602	0.000	0.301	0.000	0.000		0.301		0.301	0.000	0.778	0.699	0.602	0.602	0.602	0.699	0.000	0.477	0.602	0.000	0.301	0.301	
SETD7					0.000	0.000	0.000	0.301		0.301	0.000			0.000	0.477	0.477			0.000				0.301	0.301	0.000	0.000		0.000	0.477	0.000		0.301	0.000	0.301	0.301	0.477	0.477		0.000					0.000	0.301	0.301		0.000	0.301	0.000	0.301	0.477	0.000	0.477	0.301	0.301	0.301	0.301	0.301					0.000	0.602	0.000					0.477	0.477			0.301		0.000			0.000			0.000					0.477	0.699	0.000		0.301	0.000	0.301		0.000	0.301			0.301	
SF1	0.778	0.477	0.845	0.301	0.778	0.602	0.699	0.301	0.602	0.699	0.778	0.602	0.477	0.954	0.477	0.477	0.602	0.699	0.602	0.301	0.477	0.845	0.778	0.477	0.699	0.602	0.602	0.602	0.778	0.778	0.778	0.699	0.778	1.079	0.778	0.903	0.477	0.602	0.699	0.477	0.699	0.477	0.477	0.845	0.699	0.845	0.778	0.903	0.699	0.477	0.477	0.778	0.699	0.602	0.477	0.699	0.301	0.778	0.699	0.954	0.602	0.301	0.602	0.477	0.699	0.845	0.602	0.301	0.778	0.301	0.602	0.301	0.699	0.477	0.477	0.477	0.301	0.602	0.602	0.477	0.602	0.477	0.477	0.301	0.301	0.477	0.477	0.699	0.699	0.699	0.903	0.845	0.699	0.602	0.000	0.778	0.699	0.301	0.699	0.477	
SF3A1	1.041	1.000	0.778	1.041	1.176	1.146	1.000	0.845	1.146	0.845	0.954	0.602	0.699	1.146	1.000	0.903	1.079	0.845	1.000	0.903	0.903	0.954	1.079	0.602	0.602	1.114	0.845	0.778	1.079	1.230	1.176	1.204	1.000	1.204	1.114	1.230	1.041	0.954	1.079	0.903	0.699	0.301	0.699	0.845	1.000	1.176	1.255	1.415	1.204	1.041	1.204	1.230	1.230	1.230	1.041	1.322	1.114	1.301	0.778	1.279	0.903	0.954	0.903	0.954	1.204	1.176	0.954	0.903	1.301	0.477	0.699	0.845	0.778	0.301	0.778	0.602	0.699	0.477	1.000	0.778	0.954	0.477	0.845	0.845	0.903	0.778	0.954	0.699	0.954	1.255	1.322	1.279	1.176	0.954	1.041	0.903	1.041	0.778	0.845	0.845	
SF3A2	0.301		0.000		0.000	0.000	0.301	0.477	0.000					0.602	0.477		0.000				0.000	0.000	0.000	0.000	0.000	0.699			0.602	0.301		0.602		0.477	0.301	0.699	0.301	0.000	0.301		0.477	0.000	0.301	0.301		0.000	0.699	0.602	0.602	0.301	0.000	0.301	0.845	0.477		0.000	0.000	0.602	0.000	0.301			0.301	0.000	0.000		0.301		0.000		0.301	0.000	0.000		0.000					0.000			0.477	0.301	0.000		0.477		0.301	0.602	0.778	0.602	0.699	0.477	0.000	0.000	0.000		0.000		
SF3A3	1.041	0.602	0.301	0.778	0.699	0.845	0.602	0.699	0.778	0.778	0.778	0.000		1.041	0.778	0.699	0.845	0.477	0.602	0.699	0.778	0.699	0.699	0.301	0.301	1.079	0.699	0.602	1.000	0.845	0.903	1.041	0.778	0.845	0.778	1.146	0.778	0.301	0.903	0.602	0.778	0.301	0.301	0.477	0.602	1.146	1.114	1.279	1.146	0.954	1.000	1.114	1.079	1.114	0.602	1.079	1.000	1.000	0.602	1.204	0.778	0.602	0.778	0.699	1.079	0.778	0.477	0.699	1.146	0.477	0.699	0.699	0.477		0.778	0.301	0.301	0.000	0.903	0.778	0.602	0.301	0.903	0.699	0.954	0.301	0.602	0.602	1.000	1.041	1.301	1.279	1.079	0.699	0.477	0.954	0.699	0.602	0.778	0.845	
SF3B1	1.398	1.176	1.431	1.176	1.255	1.398	1.322	1.362	1.255	1.322	1.301	0.778	1.079	1.447	1.204	1.255	1.462	0.903	1.301	1.255	1.362	1.477	1.279	1.279	1.146	1.398	1.204	0.699	1.415	1.477	1.380	1.462	1.279	1.491	1.505	1.531	1.447	1.000	1.491	1.255	1.362	0.954	1.204	1.176	1.176	1.531	1.690	1.653	1.602	1.415	1.362	1.580	1.623	1.556	1.322	1.462	1.279	1.505	1.176	1.556	1.398	1.301	1.255	1.301	1.602	1.362	1.176	1.255	1.580	1.079	1.322	1.000	1.000	0.301	1.204	1.114	1.079	0.954	1.146	1.114	1.204	1.000	1.204	1.204	1.342	0.845	1.301	1.204	1.491	1.580	1.681	1.556	1.431	1.380	0.903	1.342	1.230	1.322	1.279	1.301	
SF3B2	0.903	0.477	0.954	0.778	0.778	1.041	0.903	1.000	0.845	0.845	0.845	0.602	0.301	1.114	0.602	0.778	0.778	0.699	0.778	0.602	0.903	0.903	0.903	0.845	0.778	1.204	0.845	0.699	1.146	1.146	0.954	1.000	1.079	1.041	1.146	1.230	0.954	0.845	1.000	0.954	0.778	0.301	0.301	0.602	0.845	1.255	1.362	1.342	1.255	0.903	1.000	1.230	1.230	1.204	0.903	1.114	0.954	1.041	0.778	1.230	0.778	0.845	0.954	0.602	1.230	0.903	0.778	0.845	1.146	0.954	1.041	0.477	0.602		0.845	0.301	0.778	0.602	1.041	0.954	0.602	0.954	1.041	1.041	1.000	0.602	1.079	0.778	1.114	1.146	1.342	1.279	1.176	1.114	0.778	1.041	0.954	0.845	0.845	0.903	
SF3B3	1.380	1.230	1.322	1.301	1.230	1.447	1.415	1.322	1.431	1.204	1.255	0.845	1.041	1.462	1.342	1.041	1.230	1.146	1.255	1.279	1.204	1.322	1.415	1.204	1.041	1.342	1.204	0.301	1.380	1.255	1.322	1.342	1.230	1.322	1.342	1.415	1.342	1.079	1.255	1.204	1.301	1.000	1.079	1.204	1.079	1.505	1.380	1.477	1.477	1.462	1.462	1.505	1.491	1.491	1.230	1.380	1.204	1.301	1.176	1.477	1.176	1.146	1.079	1.079	1.279	1.204	1.041	1.114	1.380	1.204	1.146	1.176	1.279	0.477	1.230	1.230	1.079	0.845	1.176	0.954	1.204	0.845	1.114	1.114	1.146	0.778	1.146	1.079	1.301	1.415	1.505	1.556	1.279	1.279	1.146	1.415	1.380	1.230	1.342	1.362	
SF3B4	0.602	0.301	0.301		0.699	0.477	0.000	0.301	0.477	0.301	0.301	0.301	0.000	0.699	0.301	0.000	0.477		0.477	0.301	0.301	0.301	0.000		0.477	0.602		0.477	0.477	0.301	0.602	0.778	0.000	0.000	0.477	0.845	0.301	0.000	0.602	0.301	0.301	0.301	0.000	0.301		0.477	0.602	0.778	0.602	0.000	0.301	0.778	0.602	0.477	0.477	0.000	0.301	0.301		0.602	0.000	0.000	0.301		0.602	0.301	0.000	0.301	0.477	0.477	0.000		0.000		0.000	0.301	0.000	0.477	0.301		0.301	0.477	0.000	0.477		0.000	0.477	0.845	0.477	0.699	0.477	0.699	0.602	0.000	0.000		0.000	0.000	0.000	0.602	
